Text,Author,Tags,Author Image,Opus
“Only he who attempts the absurd is capable of achieving the impossible.”,Miguel de Unamuno,"inspirational, motivational","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1400673929i/25536._UX200_CR0,26,200,200_.jpg",
"“I want to live my life in such a way that when I get out of bed in the morning, the devil says, ""aw shit, he's up!”","Steve Maraboli,","aspirations, devil, goodness, inspirational, life, live, morning, motivational, purpose","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1574364064i/4491185._UY200_CR10,0,200,200_.jpg",Unapologetically You: Reflections on Life and the Human Experience
“Don't wish it were easier. Wish you were better.”,Jim Rohn,"hard-work, motivational","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1610634450i/657773._UY200_CR27,0,200,200_.jpg",
"“Great leaders create more leaders, not followers.”","Roy T. Bennett,","inspiration, inspirational, inspirational-quotes, inspire, inspiring, leaders, leadership, life, life-quotes, living, motivation, motivational, optimism, optimistic",,The Light in the Heart
"“In the end, you have to choose whether or not to trust someone.”","Sophie Kinsella,","human-nature, inspirational, literature, motivational, trust","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1245821549i/6160._UX200_CR0,37,200,200_.jpg",Shopaholic & Baby
"“The most important step a man can take. It's not the first one, is it?It's the next one. Always the next step, Dalinar.”","Brandon Sanderson,","inspirational, motivational","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1394044556i/38550._UX200_CR0,30,200,200_.jpg",Oathbringer
"“If you don’t give up on something you truly believe in, you will find a way.”",Roy T. Bennett,"believe, believe-in-yourself, don-t-give-up, inspiration, inspirational, inspirational-quotes, inspire, inspiring, life, life-quotes, living, motivation, motivational, never-give-up, optimism, optimistic, positive, positive-affirmation, positive-life, positive-thinking",,
"“One of the most spiritual things you can do is embrace your humanity. Connect with those around you today. Say, ""I love you"", ""I'm sorry"", ""I appreciate you"", ""I'm proud of you""...whatever you're feeling. Send random texts, write a cute note, embrace your truth and share it...cause a smile today for someone else...and give plenty of hugs.”",Steve Maraboli,"action, compassion, humanity, inspirational, kindness, life, living-now, motivational, seize-the-day, spirituality, success","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1574364064i/4491185._UY200_CR10,0,200,200_.jpg",
“Turn your obstacles into opportunities and your problems into possibilities.”,"Roy T. Bennett,","inspiration, inspirational, inspirational-attitude, inspirational-life, inspirational-quotes, inspire, inspiring, life, life-and-living, life-lessons, life-quotes, living, motivation, motivational, obstacle, opportunity, optimism, optimistic, positive, positive-affirmation, positive-life, positive-thinking, possibility, problem",,The Light in the Heart
“How would your life be different if…You stopped allowing other people to dilute or poison your day with their words or opinions? Let today be the day…You stand strong in the truth of your beauty and journey through your day without attachment to the validation of others.”,"Steve Maraboli,","choices, inspirational, life, motivational, opinions, self-empowerment, self-esteem, self-love","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1574364064i/4491185._UY200_CR10,0,200,200_.jpg","Life, the Truth, and Being Free"
"“Never respond to an angry person with a fiery comeback, even if he deserves it...Don't allow his anger to become your anger.”","Bohdi Sanders,","anger, anger-management, ataraxy, bushido, inner-peace, inspirational, life, life-experience, life-lessons, martial-arts, motivational, self-control, serenity, warrior-ethos, warriors, warriorship, wisdom","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1485450526i/2637224._UX200_CR0,31,200,200_.jpg",Warrior Wisdom: Ageless Wisdom for the Modern Warrior
"“Don't fear failure. — Not failure, but low aim, is the crime. In great attempts it is glorious even to fail.”","Bruce Lee,","fear, motivational","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1454507945i/32579._UY200_CR50,0,200,200_.jpg",Striking Thoughts: Bruce Lee's Wisdom for Daily Living
“Be the positive impact on the lives of others.”,Roy T. Bennett,"inspiration, inspirational, inspirational-quotes, inspire, inspiring, life, life-quotes, living, motivation, motivational, optimism, optimistic, positive, positive-affirmation, positive-life, positive-thinking",,
“Rejection is an opportunity for your selection.”,Bernard Branson,"adult, african-american-romance, angels, baby, bible, bible-study, business, childrens, christian-living, christian-romance, college, creativity, dark-fantasy, dating, economics, education, educational, entrepreneurship, ethics, explicit, faith, family, family-relationships, fantasy-romance, friendship, fun, funny, humorous-romance, jesus, leadership, love-story, management, marriage, meditation, motivational, nonfiction, paranormal-romance, parenting, personal-transformation, relationships, religion, romantic-comedy, romantic-suspense, self-esteem, self-help, sex, sexuality, sexy, spiritual-growth, spirituality, students, success, supernatural, teen, women, young-adult, young-adult-fantasy","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1337803935i/5989885._UX200_CR0,0,200,200_.jpg",
“Don't confuse poor decision-making with destiny. Own your mistakes. It’s ok; we all make them. Learn from them so they can empower you!”,"Steve Maraboli,","action, change, destiny, empowerment, inspirational, life, mistakes, motivational, success","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1574364064i/4491185._UY200_CR10,0,200,200_.jpg","Life, the Truth, and Being Free"
"“Remember to look up at the stars and not down at your feet. Try to make sense of what you see and wonder about what makes the universe exist. Be curious. And however difficult life may seem, there is always something you can do and succeed at.It matters that you don't just give up.”",Stephen Hawking,"courage, curiosity, hopefulness, motivational, perseverance, universe, wonder","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1557493340i/1401._UY200_CR34,0,200,200_.jpg",
"“Why Not You?Today, many will awaken with a fresh sense of inspiration. Why not you?Today, many will open their eyes to the beauty that surrounds them. Why not you?Today, many will choose to leave the ghost of yesterday behind and seize the immeasurable power of today. Why not you?Today, many will break through the barriers of the past by looking at the blessings of the present. Why not you?Today, for many the burden of self doubt and insecurity will be lifted by the security and confidence of empowerment. Why not you?Today, many will rise above their believed limitations and make contact with their powerful innate strength. Why not you?Today, many will choose to live in such a manner that they will be a positive role model for their children. Why not you?Today, many will choose to free themselves from the personal imprisonment of their bad habits. Why not you?Today, many will choose to live free of conditions and rules governing their own happiness. Why not you?Today, many will find abundance in simplicity. Why not you?Today, many will be confronted by difficult moral choices and they will choose to do what is right instead of what is beneficial. Why not you?Today, many will decide to no longer sit back with a victim mentality, but to take charge of their lives and make positive changes. Why not you?Today, many will take the action necessary to make a difference. Why not you?Today, many will make the commitment to be a better mother, father, son, daughter, student, teacher, worker, boss, brother, sister, & so much more. Why not you?Today is a new day!Many will seize this day.Many will live it to the fullest.Why not you?”","Steve Maraboli,","happiness, inspirational, inspirational-poem, life, motivational, seize-the-day","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1574364064i/4491185._UY200_CR10,0,200,200_.jpg","Life, the Truth, and Being Free"
